DATEPRD,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,F_4_ON_STREAM_HRS,F_4_BORE_WI_VOL,F_5_ON_STREAM_HRS,F_5_BORE_WI_VOL
2011-03-09,24.0,3528.697326691465,220.713232625,100.0,550.2638653405726,195.396704375,120.99289833523332,12071.40450352,10474069.527353112,22481.35553705,24.0,39577.2014928452,24.0,33435.50930458727
2011-03-10,24.0,3530.063975894022,220.69431519148935,100.0,550.3399848228502,195.7617676170213,120.9514844035339,12151.976977306,10529080.94943851,22505.634205966,24.0,38272.78105226134,24.0,37518.85713983148
2011-03-11,24.0,3530.9941738837306,220.67519268085107,97.91666666666669,550.3877763004758,195.47403493617023,121.0793737434474,11936.550964256,10288357.464291483,24773.488315902,24.0,37770.312653,24.0,37600.4877668
2011-03-12,24.0,3530.764241365985,220.653477875,100.0,550.4539040584066,196.49888675000005,121.1835776364102,11996.304164956,10314838.873425923,24726.50343072,24.0,37458.90007850767,24.0,37468.682370651804
2011-03-13,24.0,3522.895346827453,220.63986634042556,100.0,554.7052967161718,194.20406293617023,121.8486230467062,11985.359894512,10376022.946107572,24770.909493556,24.0,39833.3705298,24.0,37304.8666686
2011-03-14,24.0,3522.423801368031,220.62158982978724,90.0,555.1972647234677,194.66164936170213,124.99877791197052,11965.10670438,10330501.281263571,25845.586532672,24.0,39783.052045,24.0,39066.0136366
2011-03-15,24.0,3523.314199678063,220.59365525,85.91093104166667,564.9533841370379,188.6621375,131.84265481807168,11801.25713825,10211768.780839255,25513.861921628,24.0,39940.32490261288,24.0,39482.79564729154
2011-03-16,24.0,3529.57371722333,220.573270625,82.95215020833334,563.1094710279312,187.23281375,132.4201588313532,11675.209333826,10147954.118633522,25330.32524832,24.0,39559.18115795827,24.0,39702.25529360291
2011-03-17,13.5,3668.099911576832,220.19035066666663,62.0,668.7603952135396,190.67276825,234.35391223984865,5079.588142454,4436447.031340404,12503.577389846,14.5,19825.4830112,14.5,16309.4788858
2011-03-18,24.0,3528.1336465875866,220.49469875000003,74.914940625,573.7720412017829,194.11272275,141.9793725430871,10809.731395266,9321330.295110283,24854.626872642,24.0,41343.48858841467,24.0,37192.81613006261
2011-03-19,24.0,3525.557851901195,220.4883275,75.55728208333333,572.9033860159445,194.30463725,141.76295508665433,11087.300737044,9567726.02202612,25054.013868662,24.0,40266.499703205096,24.0,38288.595795611385
2011-03-20,24.0,3525.684666251739,220.468879625,73.981595,572.2236878081444,191.85232925,141.23505700138836,11017.735431808,9529918.139834093,25093.891267866,24.0,34402.84719303732,24.0,34491.86961328522
2011-03-21,24.0,3531.355659937257,220.444388,70.58429583333333,577.4927909865222,192.575693,146.47055977046293,10869.610392178,9437882.821157886,24246.968270576,24.0,42744.44845168881,24.0,42735.37863390927
2011-03-22,24.0,3537.4644956163797,220.4106715744681,65.53598854166667,584.279682655369,194.3748316170213,153.35931833457116,11435.50465186,9877045.068959637,25076.405594398,24.0,38032.31207051217,24.0,36809.95509414441
2011-03-23,24.0,3542.815088980756,220.382152625,64.264853125,587.8934953958353,193.70066919148937,157.00925164361823,11609.480813056,10055890.548223937,24968.095055866,24.0,40660.16803452733,24.0,41885.101068345175
2011-03-24,24.0,3545.363963672912,220.36428365957445,63.934571875,589.7790353643844,195.17126268085107,158.87506030798068,11583.62969149,10070766.851580365,25695.260059332,24.0,40056.99356685503,23.50834,36963.486970279366
2011-03-25,24.0,3547.6934795870256,220.33574868085103,63.93383416666666,593.3164255605622,194.8018333617021,154.8312816502586,11560.35739227,10051514.354723811,25455.366683048,21.83333,41222.78969134,21.49166,42644.915868
2011-03-26,24.0,3550.1439970914525,220.31881489361703,63.76687458333333,593.579628938211,194.654552,155.64086070240936,11559.288124468,10018179.428218728,25104.646843992003,24.0,38275.16055706132,24.0,41152.349936012695
2011-03-27,23.0,3552.1195709892227,220.29318990909093,63.38395608695652,593.7610197400052,193.4921508636364,155.78352137848768,11023.647853772,9546437.634633072,24591.964381986,13.66667,22978.56506498,23.0,47907.60039702
2011-03-28,24.0,3551.192081574596,220.274134625,64.79814625,593.1930475629141,194.27665775,155.19938408623418,11458.273766232,9941968.61170042,25403.853134234,24.0,40644.04060765746,24.0,41332.25612409049
2011-03-29,24.0,3552.046982348281,220.245361625,64.78669458333333,592.6802817483128,194.51015975,154.7028050875176,11406.005440146,9847864.206701,25273.905647238,24.0,36778.97305827108,24.0,37828.46034285379
2011-03-30,24.0,3551.178979832263,220.220066,64.870803125,590.4624250912077,190.656968,152.91323278424824,11328.200483024,9853613.081296591,25328.878591882,24.0,37847.50175642088,24.0,36647.20932032472
2011-03-31,24.0,3550.4292117781015,220.195739,62.028264166666666,562.6225642333675,183.395783,144.90825253778095,11270.019734974,9776323.401709942,24471.514508996,22.83334,36321.3907443268,22.83334,36140.13925422607
2011-04-01,24.0,3549.67944372394,220.171412,64.83233166666666,589.6370304323474,192.767673875,152.26683886703628,11330.527712946,9817541.621267265,25329.255980518003,24.0,38792.86525462012,24.0,37415.48535796185
2011-04-02,24.0,3550.0820775494863,220.148591375,64.84158791666667,588.9665814019642,191.79977,151.63157961783537,11278.385183072,9809264.56968108,25297.30374267,24.0,38763.5604701244,24.0,38211.02034450554
2011-04-03,24.0,3550.760733298545,220.128408125,64.86553895833333,588.7777875913814,193.10546,151.39635560137523,11241.841383486,9785445.886417435,25340.137352856,24.0,39005.84054911038,24.0,37995.58463597457
2011-04-04,24.0,3551.074993817356,220.10763725,64.83691666666667,588.7339650431685,191.620752875,151.3089884939475,11209.889145638,9765828.58905365,25336.992447556,24.0,38879.05161761375,24.0,38099.555287746334
2011-04-05,23.16667,3587.3879934065453,220.05793735985625,58.63190916666667,618.4487456083369,190.1739729495253,178.89036224127346,9778.957234138,8592629.804645728,26144.100943748,21.0,35165.34684075532,20.83334,35502.06634704365
2011-04-06,24.0,3550.4590125008312,220.0624595,64.96119270833333,587.5320312651235,193.656879125,150.19604745464358,11129.065079428,9647615.567376804,26157.246647902,13.0,18058.0462326,24.0,52269.28814004919
2011-04-07,24.0,3548.886673491271,220.03712675,65.12414145833333,586.9920527449299,194.298206,149.91883199141293,11169.948848328,9733915.07788411,24847.016201816,24.0,20968.420218542124,24.0,55910.02545621535
2011-04-08,24.0,3551.6624087427344,220.01460575,65.13309916666667,586.8784307853047,194.250297125,149.72850017648332,11150.26174115,9858848.83378472,25606.510831766,24.0,45814.9804104,24.0,52872.1479036
2011-04-09,24.0,3553.560777479221,219.997362875,65.25692875,587.496070970958,194.77493075,150.48916570152204,11242.09297591,9787729.685914315,25698.59365895,24.0,54035.94243214074,10.66667,9220.8623396
2011-04-10,24.0,3550.7951132856897,219.961686125,65.324531875,586.7421345926386,193.0013825,150.0746236733617,11221.0221104,9840340.416955989,26408.08429463,24.0,53095.38396923051,24.0,29240.902816649832
2011-04-11,24.0,3555.6437158021718,219.945758375,65.22840229166667,589.5919539120248,193.637453,151.2808300214387,11254.421004686,9865182.16611455,26601.999155428,17.16667,22379.1461148,24.0,50916.016807
2011-04-12,24.0,3555.418541692307,219.92841125,65.21183458333333,589.6072886311988,194.5250975,152.37158935168725,11260.64791718,9851375.190866452,25951.003758328,24.0,42036.33388766812,24.0,43833.6900714
2011-04-13,22.5,3595.269557774629,219.877553954128,59.950176086956525,614.9911175870008,192.41547678444,180.6522461816912,9641.084585786,8472066.591898568,25494.049018238,21.33333,36155.74547969936,21.33333,37238.47296033298
2011-04-14,24.0,3555.685843221821,219.901805,65.55289104166667,586.7581219816336,193.399993625,149.7409583138536,11073.274459406,9534634.41357475,25875.400234916,24.0,36910.99799108564,24.0,40730.87503866552
2011-04-15,24.0,3560.6218188889693,219.878095625,63.73608145833333,590.9049775325193,193.68987425,154.1445215961406,10984.776824264,9509615.73793591,25652.489347252,24.0,38502.7980775252,24.0,40516.4984189264
2011-04-16,24.0,3566.2010671403427,219.85022225,62.239540625,595.6802513859634,194.21030975,159.01067367892,10898.166132302,9445166.118022526,25430.396134966,24.0,38498.62336512245,24.0,40620.42242782144
2011-04-17,24.0,3570.001898907795,219.822151625,61.344044375,598.85864463593,194.0536265,162.2981927186338,10844.199557354,9402667.388649885,25332.463783924,24.0,38241.4361283862,24.0,40983.26357971768
2011-04-18,24.0,3569.37873218,219.74,61.34,599.0058579399999,194.0,162.44226655999998,10782.559413474,9407240.991136985,25750.987781248,24.0,38449.6121978,24.0,39701.2845072
2011-04-19,24.0,3569.37873218,219.74,61.34,599.0058579399999,194.0,162.44226655999998,10756.456699484,9396782.552587416,25057.724856916,24.0,37933.8477286,24.0,39971.746363
2011-04-20,24.0,3570.82910956,219.74,61.2,600.4562353199999,194.72000000000003,163.89264394,10745.51242904,9366399.225926915,24995.455731976,24.0,38034.4846982,24.0,39770.4724238
2011-04-21,24.0,3570.82910956,219.74,61.2,600.4562353199999,194.72000000000003,163.89264394,10727.963857466,9290647.14692932,25457.37942244,24.0,30876.6802354,24.0,31694.3556134
2011-04-22,24.0,3569.37873218,219.74,61.2,596.10510318,194.72000000000003,159.5415118,10709.408916196,9374722.186579837,25304.977311602,24.0,39267.2875758,24.0,39267.2875758
2011-04-23,24.0,3569.37873218,219.74,61.2,596.10510318,194.72000000000003,159.5415118,10691.168465456,9393887.10306292,25309.380179022,24.0,40500.0904534,24.0,40500.0904534
2011-04-24,24.0,3570.82910956,219.74,61.2,600.4562353199999,194.72000000000003,163.89264394,10692.237733258,9352507.142332016,25360.390542988,24.0,39287.41496972,24.0,42211.547917660006
2011-04-25,24.0,3570.82910956,219.74,61.2,600.4562353199999,194.72000000000003,163.89264394,10668.77673972,9325266.467863062,25402.720968326,24.0,38556.538978,24.0,41600.8073084
2011-04-26,24.0,3570.9929780309835,219.74,61.11578291666667,596.187702171791,194.72000000000003,159.92525748179168,10629.528321576,9308246.211089972,25449.83164972,24.0,39708.39625059355,24.0,38737.11593375659
2011-04-27,24.0,3571.175160538009,219.600082625,61.07772520833333,595.8006236436448,194.518863875,159.45925122959767,10635.818132176,9304039.881136777,25466.877036446,24.0,39497.46080064784,24.0,39196.92776003429
2011-04-28,24.0,3575.2865573835734,219.5751785,60.447803125,598.9064164408837,194.438844875,162.7727138946962,10741.42405215,9389445.224282691,25920.561075024,24.0,39685.41256588482,24.0,38194.35165977788
2011-04-29,24.0,3576.848882745973,219.550887125,60.230748958333336,599.975078667424,193.688746625,164.01720718398565,10718.592039672,9372626.61425658,25851.43605653,24.0,39642.58108113065,24.0,37674.94153773149
2011-04-30,24.0,3577.146521335685,219.53266925,60.173214375,600.0764630679056,194.580998,164.03640957617296,10693.747287802,9360595.26045124,25863.260900458,24.0,38751.5231066,24.0,38043.28861685719
2011-05-01,24.0,3576.922033133457,219.511897625,60.20591541666667,599.3123408101112,194.529846125,163.2110662848449,10684.878654856,9346538.25736275,25855.776025844,24.0,38634.00381492418,24.0,38543.25351425447
2011-05-02,24.0,3576.689114612707,219.493154,60.29548854166666,597.5871954787093,192.599478875,161.7236196763077,10679.721010164,9338304.642816637,25859.235421674,24.0,38559.42493965986,24.0,39178.14868529469
2011-05-03,24.0,3578.005652376728,219.4752065,60.210442291666666,598.9032679133213,194.251995875,162.73999881991858,10639.969407172,9317342.209797429,25369.00758351,24.0,37938.11908787376,24.0,40462.976195510506
2011-05-04,24.0,3575.365025821451,219.460172375,60.88533708333333,595.7602940876222,194.54589875,159.42806509430812,10702.804615066,9344984.765173672,25955.595320066,24.0,39553.40457231644,24.0,39113.0047198662
2011-05-05,24.0,3575.1439399628266,219.4416095,61.178934375,594.4323346017334,194.283370625,158.3020072045738,10686.828496142,9341558.88935502,26050.068275278,24.0,39806.85583190532,24.0,37948.91175160588
2011-05-06,24.0,3574.458449310365,219.423059,61.201521041666666,592.5025923895456,191.02754825,156.5201370095162,10665.065751466,9403389.220437672,26054.093754062003,24.0,38408.59852334508,24.0,38262.96612255208
2011-05-07,24.0,3574.3780893386543,219.403181,61.174163125,591.7161433849578,189.035970125,155.81783104430525,10658.587246548,9354928.315882444,26020.254573034003,24.0,37653.860506315104,24.0,39498.27093087388
2011-05-08,24.0,3574.176100115533,219.38357525,61.162868125,590.8958008739712,185.813139875,155.0841969276863,10664.562566618,9318853.677533109,25990.566667002,24.0,38185.20352730448,24.0,39760.00184685455
2011-05-09,24.0,3574.198674635129,219.364140125,61.3177,590.2718515467147,188.592870875,154.47140946301673,10624.307778778,9323855.29378087,26039.50139347,24.0,38921.29861385566,24.0,39175.32304029773
2011-05-10,24.0,3574.7182542017963,219.344866625,61.31321354166667,590.3426360060978,192.22576962500003,154.49259403762338,10609.400927656,9323860.944127548,26038.87241241,24.0,38822.76421786755,24.0,39523.0356213172
2011-05-11,23.33334,3604.452438352405,219.2971171840731,57.013619166666665,614.0242767685413,191.97683818716135,173.70743728616546,10508.009180784,9274887.27061152,27054.236537568,21.16667,33153.5916726,20.83334,33625.3274676
2011-05-12,24.0,3575.643338132575,219.3004715,61.2031175,589.2030080230019,192.98165975,153.05305822853884,10773.124697574,9428845.09165052,27319.918137312005,24.0,40295.87013628857,24.0,41234.6886672378
2011-05-13,24.0,3576.3252451442604,219.291267125,61.29060458333333,590.7038162331523,193.79793575,153.64514457772847,10384.225708176,9097917.353296794,26269.456869006,24.0,37475.9405998031,24.0,41141.86553851883
2011-05-14,24.0,3579.4758515809217,219.26993675,60.93600729166667,594.2139802871743,194.45024675,156.816364502903,10383.156440374,9085023.96847678,26286.816746262004,24.0,38971.6664776,24.0,38581.6982204
2011-05-15,24.0,3582.140285476568,219.245735,60.20854791666667,596.8866027717785,194.481914375,159.69847284871142,10372.463762354,9065889.422607075,26173.977544098,24.0,38966.74805144002,24.0,39319.25937531715
2011-05-16,24.0,3581.38917431252,219.233722625,60.24734416666666,595.0049677643137,193.5633365,158.30319772267325,10380.263127498,9145791.68123778,26147.560339578,24.0,37267.127805,24.0,39917.295104419805
2011-05-17,24.0,3581.5695559342985,219.21944750000003,60.200008958333335,594.4147729489571,194.365154375,158.43430881620571,10367.935098722,9131250.867215209,26163.72515282,24.0,38200.284158031085,24.0,39814.4542638082
2011-05-18,24.0,3586.975266532156,219.200366375,60.22429979166667,591.1241235113982,192.195240125,155.4596361773579,10363.972518044,9134847.312874123,26790.441881004,24.0,37495.89893147643,24.0,40398.60506435194
2011-05-19,21.91666,3661.940587678825,219.11033914075043,50.20718170212766,650.9110067749853,189.68058588433547,209.1891862702012,8252.923386366,7359991.845238867,27214.563809762003,20.08334,33597.96058853869,20.0,36381.02889610648
2011-05-20,24.0,3571.762512009377,219.163645625,69.66821979166667,576.9164351886666,191.78550575,138.2561933762363,10094.768624364,8997606.042474406,27238.96827489,24.0,40200.76506035278,24.0,37218.7584774691
2011-05-21,24.0,3568.077498918957,219.1752245,74.26628375,559.4378799715153,192.942878,124.88512502896224,10569.334834134,9166099.380335974,27392.879940272,24.0,33751.10137042803,23.66667,30955.41909311687
2011-05-22,24.0,3570.348520971898,219.1340705,71.22535541666667,564.7916670591679,193.533233,127.6031564120386,10456.621428182,9151549.384500053,27103.234162142,24.0,34300.81695569792,24.0,32907.376049948965
2011-05-23,24.0,3580.965491885246,219.101115875,66.532444375,572.7532024598652,192.30473,139.37863136575965,10252.831564742,9012766.98204461,25881.123962562004,24.0,46697.34017440286,24.0,45251.76758739281
2011-05-24,24.0,3587.641645441016,219.082765625,65.13895854166667,577.357881717226,193.044131375,143.87078853300835,10256.79414542,8875084.278310873,25796.840500522,24.0,40909.74959166436,24.0,38308.83224174341
2011-05-25,24.0,3587.911291747295,219.06553175,65.12256395833333,577.7633165840876,195.389070125,144.42228244527516,10268.493193136,8886714.45750226,25872.066635298,24.0,38194.31389601711,24.0,39638.4236394995
2011-05-26,24.0,3587.731680638499,219.04699625,65.18048604166667,576.856453019145,193.981008875,143.49045123805965,10213.520248492,8933796.324322017,25890.244187932003,24.0,37895.039994242296,24.0,40622.32110280858
2011-05-27,24.0,3588.9566482223104,219.026780375,65.11175458333334,578.3235913227425,196.326486125,144.73574223490812,10193.141262148,8918369.818458067,25859.675708416,24.0,37796.65070156398,24.0,40857.242691751926
2011-05-28,24.0,3590.093574877536,219.00650975,65.12517625,578.0601091203288,195.026214875,144.33520843494296,10183.2033614,8917798.074003847,25884.268867862003,24.0,37713.52713694484,24.0,41177.73587104898
2011-05-29,24.0,3590.551622183857,218.987729,65.11773145833334,578.0205561205283,194.44589187500003,144.25980996251974,10214.96690493,8861060.117862435,25937.732257962,24.0,37929.69916870558,24.0,39285.82095088191
2011-05-30,24.0,3590.545908301304,218.96930375,65.18301895833334,577.6640654470025,195.434331125,144.19525608263157,10231.886495444,8861566.883329889,25968.803922326,24.0,38088.4237853653,24.0,38102.26456993682
2011-05-31,24.0,3590.238376929212,218.947214375,65.100740625,578.4480095289903,196.6147325,144.84495263000258,10207.544928422,8840811.041111002,25993.397081772,24.0,38208.843194705965,24.0,37903.20980564384
2011-06-01,24.0,3587.4058676324125,218.93009919148935,63.80832541666667,574.2830726067673,193.8257343404256,145.64634290032612,10261.951790112,8894435.656234246,26107.934532798,24.0,37995.397339829055,24.0,38449.6121978
2011-06-02,21.5,3608.7160455448097,218.87907417109025,61.686222666666666,586.9808975292764,194.10532880797865,150.41283930562426,8551.186205018,7384667.968610507,17434.977594564,18.41667,33880.53066165337,17.83334,35682.325249582755
2011-06-03,24.0,3574.48531150809,218.8945145,70.09329416666667,561.5570958586827,195.94583,134.92103246120902,9731.657858426,8577820.599156072,26906.677580892,24.0,37802.75058216027,24.0,39636.49152106525
2011-06-04,24.0,3574.2831319229376,218.886588125,70.15967895833333,562.1811902236772,196.33880975,135.40964344919425,9920.100584002,8741955.047704205,26957.373454328,24.0,38969.89458422852,24.0,39039.65038686156
2011-06-05,24.0,3575.0279520751,218.87093225,70.14858770833334,562.2778457895761,196.538880125,135.26187416712858,9990.043277874,8780089.237416737,27011.654519806,24.0,39150.8527523018,24.0,38939.40585820055
2011-06-06,24.0,3575.536226027238,218.85528965957448,68.71405729166666,562.0904609537564,196.59604080851065,134.9771027263504,10173.265460652,8938082.465422003,26999.578083454,24.0,39128.9117426,24.0,38700.83895841926
2011-06-07,24.0,3576.930345608816,218.8368905,69.93910083333333,562.7466984073783,196.569684875,135.6748479747468,10162.069597784,8918725.084005287,26954.543039558,24.0,38950.68780498887,24.0,38639.90339650192
2011-06-08,24.0,3578.27218037164,218.815503125,69.66790395833333,562.1416342022573,192.810497375,135.42725646950262,10116.782961464,8900862.57243089,26775.7237242,24.0,38632.127650907096,24.0,37896.836069314784
2011-06-09,24.0,3578.703389653192,218.796669875,69.6534925,562.4535167064894,195.40880825,135.61985449908846,10154.333130746,8909231.442150548,26780.944266998,24.0,38380.4242812,24.0,38084.803183
2011-06-10,24.0,3578.641150333873,218.776743125,69.59435083333334,563.4830670896824,196.620866375,136.6320547428732,10160.371348922,8901195.236591406,26845.22613133,24.0,39886.803976470415,24.0,36550.34171497297
2011-06-11,24.0,3578.690825759138,218.757820625,69.56378916666667,563.7037117918541,196.8126725,138.6789572311695,10165.340299296,8922298.221984167,26852.522311626,24.0,40079.39545325591,24.0,35575.37011140334
2011-06-12,24.0,3578.066958015609,218.737751,69.63218041666667,563.001768420988,196.47031550000003,136.41368229859697,10224.150028406,8918078.119310949,26793.33519388,24.0,40068.97881536749,24.0,35393.2557306899
2011-06-13,24.0,3577.6315184666987,218.71861175,69.67965666666667,561.3917619022214,193.979716625,134.72948595522368,10253.523443908,8926286.307297025,26795.347933272,24.0,40037.27619782578,24.0,35477.85626077188
2011-06-14,24.0,3581.3133286404045,218.69669975,68.1927225,566.0822340032287,194.8239245,139.28221752942417,10200.689034868,8907627.096841391,26667.476083774,24.0,39901.11786880187,24.0,35611.280938520365
2011-06-15,24.0,3582.721998605871,218.672002625,67.70439770833333,566.6519210867559,194.787903125,140.0681589019289,10168.296510278,8870634.2771573,26620.99438344,24.0,39830.30086766968,24.0,36226.50846148413
2011-06-16,24.0,3600.554146763408,218.62956125,67.74250833333333,583.6543989937808,193.11263375,127.72186073573296,9841.603747714,8499575.30468794,26193.538855064,24.0,39889.5585518491,24.0,36141.88984295518
2011-06-17,24.0,3595.956574355209,218.60764625,67.68635375,580.5553685810762,196.554133625,132.41835190286727,9953.122089652,8660357.331924202,26853.654477534,21.83333,35770.152882200004,24.0,39477.40776277215
2011-06-18,24.0,3583.3215936796214,218.61437075,67.64705083333334,567.1370481474095,196.370148125,140.4136810965185,10172.447785274,8927384.94657873,26660.431495902,0.0,0.0,24.0,38571.40976492047
2011-06-19,24.0,3583.696096227235,218.59854275,67.61228354166667,567.6086474173752,196.722878375,140.88439805357794,10168.611000808,8914847.886745935,26714.460968956,24.0,39980.9276126366,24.0,37223.97370275639
2011-06-20,11.675,3604.1827331664354,218.5853566595289,63.23126083333333,588.5662505746009,196.28691325910063,161.8564569622048,5838.013504602,4284471.069397812,12175.878257586,11.84167,18523.492217,11.84167,17108.284832
2011-06-21,8.756250000000001,3623.9471784118896,216.99634749464667,63.19872948863636,836.0952889915546,190.72656020819056,515.6175328888595,4378.510128451499,3213353.302048359,9131.9086931895,8.8812525,19763.156706163634,8.8812525,18747.06639378182
2011-06-22,5.8375,3643.7116236573434,215.40733832976446,63.16619814393939,1083.6243274085084,185.1662071572805,869.3786088155142,2919.006752301,2142235.534698906,6087.939128793,5.920835,21002.821195327273,5.920835,20385.847955563637
2011-06-23,2.9187499999999993,3663.476068902797,214.34742888650965,63.13366679924242,1331.153365825462,179.60585410637043,1223.1396847421688,1459.5033761505001,1071117.7673494527,3043.9695643965006,2.9604175,22242.485684490908,2.9604175,22024.629517345456
2011-06-24,0.0,3683.2405141482513,213.2875194432548,0.0,1578.682404242416,174.0455010554604,1576.9007606688238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-25,0.0,3703.0049593937056,212.22761,0.0,1579.0562390121108,168.48514800455033,1577.2745954385189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-26,0.0,3722.7694046391593,212.2259,0.0,1579.430073781806,162.92479495364026,1577.648430208214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-27,0.0,3742.533849884613,212.22419,0.0,1579.803908551501,157.3644419027302,1578.022264977909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-28,0.0,3762.2982951300673,212.22248,0.0,1580.177743321196,151.80408885182015,1578.396099747604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-29,8.0,3782.0627403755216,214.24468837499998,62.938478731060606,1268.6850713197427,146.2437358009101,1116.3066400142068,2818.8624845313334,2459081.490839661,7670.885279477334,7.608333333333333,29680.472619472726,7.0527766666666665,31857.318888036363
2011-06-30,16.0,3801.8271856209753,216.26689675,62.905947386363636,957.1923993182895,140.68338275000002,654.2171802808094,5637.724969062667,4918162.981679322,15341.770558954668,15.216666666666667,30920.137108636365,14.105553333333333,33496.10044981819
2011-07-01,24.0,3588.976448895167,218.289105125,62.873416041666665,645.6997273168363,184.630479125,192.127720547412,8456.587453594,7377244.472518983,23012.655838432,22.825,32159.8015978,21.15833,35134.8820116
2011-07-02,7.675,3561.213671146305,218.48368044299676,65.263494375,619.1979055263436,191.35476520521172,165.86039786027683,3432.4754406320003,2667642.0255545387,7580.165244590001,7.59167,10736.7066942,7.50834,14504.3032436
2011-07-03,8.49166,3631.5301235925776,218.06218262813397,54.085479444444445,655.4154388129677,176.55819863140306,194.39541874702837,2522.151152494,2801959.5946963844,7204.411959346001,6.5,10730.4168836,6.5,10629.779914
2011-07-04,8.84167,3552.470224993818,218.3519265794041,64.48400833333334,616.7257791240365,191.88560696217343,162.46152837480622,4062.777360858,3312110.6792483344,8907.378179296,8.675,13617.439949,8.84167,15718.2366894
2011-07-05,0.0,3745.0190672884105,212.724716,0.0,1463.129388000436,183.85656871838628,1463.129388000436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-06,4.079165,3937.567909583003,215.34868966538005,55.86026944444445,1084.6680450161869,175.82753047459911,860.3872222057335,1616.3555279880002,1583873.39685878,4207.537351817,3.1625,11210.539092733334,2.99583,11063.7768454
2011-07-07,8.15833,3649.103804511836,217.9726633307601,51.5484,706.2067020319379,167.79849223081197,257.64505641103096,3232.7110559760004,3167746.79371756,8415.074703634,6.325,10007.0886646,5.99166,8736.5469234
2011-07-08,16.175,3519.3152052066985,218.4212950170016,64.61095393939394,598.3653042622784,187.2810471901082,161.48496772354645,7946.043527192,6655423.985425107,16698.126282774,16.25833,27681.4564506,16.25833,24454.7836128
2011-07-09,1.575,3555.7469775912296,215.64059857142857,10.228295,1034.7450064712957,187.54900275660373,588.2710923543259,122.525510488,233453.9610024102,1029.32750469,1.15833,1301.9907942,1.15833,1195.064014
2011-07-10,23.0,3592.17874997576,218.24024367446975,57.54939543478261,650.4143958654106,187.81695832309924,208.84189715819264,11522.555630564,10114736.083675288,27782.470808836,21.66667,37644.516441,21.33333,27335.5168676
2011-07-11,18.00834,3520.131323841105,218.364449056124,65.73413081081081,601.0600845398455,193.4176494807573,150.5073474130402,9485.097282906,7711653.883864782,19593.200305742,17.84167,29933.2086454,17.84167,28882.8102752
2011-07-12,9.00417,3872.279973150842,215.293950528062,54.38616560810811,1073.8204255587539,125.82618974037865,848.5440569953511,4742.548641453,3855826.941932391,9796.600152871,8.920835,22821.00530945,8.920835,22453.051389350003
2011-07-13,0.0,3900.292251218574,212.223452,0.0,1546.580766577662,126.04858307706117,1546.580766577662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-14,0.0,3928.3045292863058,211.500986,0.0,1672.74778952422,126.27097641374367,1672.74778952422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-15,2.99166,3956.316807354038,217.01033645191637,20.34227,1027.6044143367085,126.49336975042618,595.5709335440271,888.498645356,473418.1808149268,1118.076732256,1.825,1484.3953016,1.825,3163.7747318
2011-07-16,11.175,3540.643415871657,218.25099067114093,60.09230434782609,640.467759437039,187.17627288590603,193.7254747639651,5126.447231424,4565906.008634706,11477.457688562,11.175,17127.1542638,11.175,18460.594111
2011-07-17,0.0,3658.9235372084736,212.263232,0.0,1525.037441126094,186.0806787709569,1378.72293591848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-18,0.0,3777.2036585452897,211.299062,0.0,1671.219526878914,184.98508465600776,1532.56011348294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-19,10.74583,3895.4837798821063,214.70317287148828,57.63896585968379,1173.287806768872,183.88949054105862,879.5882219557666,5633.972048738,4834428.13998489,10766.111558755,1.33334,6786.921755292216,0.83334,474.114475572708
2011-07-20,21.49166,3549.8529256976854,218.1072837429766,56.821186363636365,675.3560866588305,182.79389642610948,226.61633042859305,11267.944097476,9668856.27996978,21532.22311751,22.24166,37631.9368198,20.325,32122.0627342
2011-07-21,24.0,3493.779729975909,218.254352,63.98608166666666,613.0189146831942,192.053977625,166.8578317151065,13822.110385924,11867557.31815634,26513.501520286,24.0,43273.896928,24.0,39386.7939772
2011-07-22,7.00834,3526.5194919454293,218.2968847171513,58.510582,635.2855750558574,191.7208714697832,192.66494518339488,4387.331587818,3397296.365167242,7316.056097496001,7.34167,11881.4522234,7.34167,11120.3851408
2011-07-23,0.0,3536.985137468808,212.601884,0.0,1514.502625026464,188.05050104326213,1308.33032015756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-24,0.0,3547.4507829921863,211.518554,0.0,1621.966306469232,184.38013061674107,1428.1203238397338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
