DATEPRD,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,F_4_ON_STREAM_HRS,F_4_BORE_WI_VOL,F_5_ON_STREAM_HRS,F_5_BORE_WI_VOL
2010-01-01,24.0,3378.6436730577225,223.07916425,2629.0750518290242,,50.15082541666666,749.5686212286984,190.264943375,271.3909531427155,18593.749401402,14621658.123365095,15304.241355708,24.0,44109.28773183507,24.0,49054.22106552211
2010-01-02,24.0,3377.769461113547,223.09569575,2633.104680628171,,50.69465375,744.6647804853758,190.708396625,266.36867699983776,18701.242264556,14692656.84822198,16519.118273098,24.0,41936.96954068832,24.0,51515.296516497845
2010-01-03,24.0,3408.561096777348,223.07495262499998,2633.7336790816817,,47.66567645833333,774.8274176956664,192.26834075,299.39815733401224,17799.912405576,14009037.648707407,14796.15045544,24.0,41114.57291815952,24.0,51717.28642745919
2010-01-04,24.0,3439.266918446166,223.022721125,2633.106375756734,,44.706229791666665,806.1605426894321,191.99492525000002,333.2469800231051,17002.61601392,13410151.047937704,13428.619834788,24.0,40267.292698938756,24.0,51948.64024320476
2010-01-05,24.0,3429.064568123086,223.035833,2636.3288725655307,,45.74376145833333,792.7356955575553,191.503602875,318.47061383777316,17270.939334116,13617683.690419875,9839.905498852,24.0,40524.2385026055,24.0,52129.744099016076
2010-01-06,24.0,3426.4563393725343,223.052301125,2638.677447505628,,46.05398104166667,787.7788918669065,191.155237625,313.48321927088443,17331.761802618003,13648343.177774137,10054.073549782,24.0,40733.21519545868,24.0,52212.10821617884
2010-01-07,24.0,3432.314221641079,223.05288544680852,2640.92540759388,,44.74010166666667,791.3888140471987,190.5478941276596,317.7807945545937,17138.601719092003,13509712.27523893,12837.943721341999,24.0,39969.85757874002,24.0,51109.97150981702
2010-01-08,24.0,3432.1231267064904,223.06120489361703,2643.2809377235544,,44.805229375,788.8421889829364,190.68369034042553,315.70245005769345,17127.657448648,13497322.830713028,10488.510767923999,24.0,41079.03567827422,24.0,50933.11195005898
2010-01-09,22.83333,3492.820008772701,222.99836793905752,2651.6097989229397,0.0,39.72879458333333,841.2102098497611,186.40256921814031,369.18476573427307,14477.823140974,11927578.125716183,10120.61974593,17.16667,26561.8701638,17.5,36311.0765938
2010-01-10,24.0,3427.1740996359053,223.0455674893617,2642.6712145025485,,44.94371,784.5028851333566,190.10341925,311.20755157433297,17149.48309143,13502954.460615106,11071.387516226001,24.0,43049.644967541564,24.0,48695.944866844264
2010-01-11,24.0,3427.9230909088305,223.068463625,2645.1881492617745,,45.877578541666665,782.7349416470564,191.17225100000002,309.30769157216787,17073.250586957998,13435815.62883088,12568.488235238001,24.0,43610.32722284345,24.0,50153.502424566796
2010-01-12,24.0,3429.502452162206,223.0775285,2648.0968297298323,,46.005409375,781.4056224323737,187.143128375,308.02741022102697,17056.834181292,13397538.061571458,11327.697298176001,24.0,45796.401879719495,24.0,49784.30092446541
2010-01-13,24.0,3428.3620657526053,223.093064,2651.047840066049,,46.342773125,777.3142256865558,182.527607,303.43213122206026,17067.149470676,13395400.111648139,12636.166597294,24.0,50456.96514757576,24.0,49255.66545989974
2010-01-14,24.0,3425.496159330779,223.11465162500002,2654.0025065619116,,46.98714666666667,771.4936527688674,183.315984875,296.9267475163072,17046.896280544,13392731.029137328,16311.869013828,24.0,50895.95344990379,24.0,49218.36673365874
2010-01-15,24.0,3409.6053684909484,223.158455375,2659.0789875377473,,49.223101666666665,750.5263809532009,186.1709735,274.0028773339667,17377.17423515,13651591.067672513,16331.430324793999,24.0,51814.18478998478,24.0,48913.17281104249
2010-01-16,24.0,3413.7126770852724,223.175573375,2662.7589424370544,,49.22628708333333,750.953734648218,183.563437625,274.3482816853941,17198.54361411,13475600.072919307,17537.501507343997,24.0,50971.8586483567,24.0,49004.87902795455
2010-01-17,24.0,3417.2197228279274,223.19057600000002,2666.403254312248,0.0,49.30578979166667,750.816468515679,185.2928975,274.2132696810334,16954.247370406003,13301355.03528881,17558.0062899,24.0,50604.65544335935,24.0,49927.23517996381
2010-01-18,24.0,3423.476922791006,223.210164125,2671.343907446447,,49.259787083333336,752.1330153445591,187.861177625,275.33616393510755,17868.156850586,13993859.40495051,15938.128467976001,24.0,44673.68863585612,24.0,56506.41651778005
