DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
02-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.203,99.629,230.29,21.429,97.91667,%,30.913,86.627,2.207,324,"50,256","3,235",,production,OP
03-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.235,99.621,230.329,21.479,100,%,30.906,87.455,2.193,341,"52,747","3,400",,production,OP
04-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.272,99.618,230.281,21.521,100,%,30.991,88.27,2.272,336,"52,115","3,421",,production,OP
05-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.292,99.618,230.308,21.523,100,%,30.984,88.402,2.28,331,"51,498","3,421",,production,OP
06-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.321,99.613,230.439,21.378,100,%,30.882,86.726,2.181,331,"51,499","3,419",,production,OP
07-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.127,99.612,230.428,21.212,100,%,30.698,84.961,2.172,339,"52,351","3,411",,production,OP
08-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,259.119,99.641,230.02,21.422,100,%,29.099,86.966,2.35,339,"52,879","3,619",,production,OP
09-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,258.694,99.641,230.028,21.45,100,%,28.666,87.226,2.35,336,"52,868","3,664",,production,OP
10-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,258.914,99.636,230.061,21.544,100,%,28.853,88.105,2.387,349,"56,794","3,879",,production,OP
11-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,258.752,99.638,230.106,21.488,100,%,28.646,86.733,2.38,363,"57,466","3,969",,production,OP
12-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,258.818,99.637,230.179,21.286,100,%,28.64,84.826,2.366,364,"57,046","3,812",,production,OP
13-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,258.987,99.629,230.293,21.408,100,%,28.694,85.85,2.411,359,"56,408","3,742",,production,OP
14-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,258.938,99.629,230.279,21.319,100,%,28.659,84.942,2.387,359,"56,225","3,743",,production,OP
15-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,258.963,99.626,230.305,21.263,100,%,28.657,85.529,2.382,363,"56,635","3,729",,production,OP
16-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,258.949,99.622,230.268,21.27,100,%,28.681,86.874,2.402,358,"55,908","3,787",,production,OP
17-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,258.777,99.613,230.108,21.325,100,%,28.669,87.058,2.396,353,"54,255","3,863",,production,OP
18-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,258.511,99.599,229.931,21.282,100,%,28.58,86.934,2.354,363,"55,449","3,821",,production,OP
19-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,260.268,99.554,230.178,21.218,100,%,30.09,86.703,2.172,354,"54,160","3,733",,production,OP
20-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,260.305,99.54,230.026,21.211,100,%,30.279,87.032,2.125,358,"54,959","3,691",,production,OP
21-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,259.316,99.537,229.792,21.201,100,%,29.524,87.126,2.147,356,"54,880","3,670",,production,OP
22-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,259.365,99.529,229.901,20.946,100,%,29.464,84.641,2.078,356,"54,632","3,668",,production,OP
23-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,259.213,99.408,229.65,21.251,100,%,29.563,88.178,2.149,344,"53,719","3,663",,production,OP
24-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,260.321,99.509,230.067,21.232,100,%,30.254,88.159,2.139,357,"54,391","3,860",,production,OP
25-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,260.959,99.423,230.208,21.293,100,%,30.751,88.01,2.098,340,"50,270","3,331",,production,OP
26-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.056,98.965,229.562,21.053,100,%,31.494,86.915,1.954,305,"56,252","3,253",,production,OP
27-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.899,99.478,230.427,20.826,100,%,31.472,84.063,1.921,321,"54,040","3,257",,production,OP
28-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,22.06,266.176,99.438,231.132,20.555,70.64551,%,35.044,82.469,5.545,401,"62,459","2,280",,production,OP
29-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,14.94,273.241,99.378,234.695,17.513,45.25967,%,38.546,69.733,9.029,336,"56,293",762,,production,OP
30-Nov-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,23.5,266.427,99.423,231.435,20.723,70.68659,%,34.992,83.632,5.387,322,"64,024","3,038",,production,OP
01-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,263.723,99.458,230.555,13.007,82.46092,%,33.168,85.676,3.459,198,"42,635","2,938",,production,OP
02-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.048,99.488,230.36,11.225,100,%,31.688,87.609,1.939,253,"49,673","3,188",,production,OP
03-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.984,99.478,230.269,11.318,100,%,31.715,87.731,1.957,263,"51,378","3,189",,production,OP
04-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,23.33,267.564,99.442,231.145,10.899,72.49158,%,36.419,84.954,6.326,282,"47,108","2,937",,production,OP
05-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,265.19,99.458,230.356,11.185,73.69037,%,34.834,87.048,5.048,484,"76,810","3,203",,production,OP
06-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.7,99.51,229.946,11.319,100,%,31.754,86.613,1.91,339,"55,290","3,270",,production,OP
07-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.79,99.531,230.023,11.334,100,%,31.767,87.054,1.903,310,"50,567","3,197",,production,OP
08-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.781,99.554,229.992,11.368,100,%,31.789,87.534,1.923,295,"48,161","3,201",,production,OP
09-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.736,99.568,229.981,11.386,100,%,31.755,86.469,1.896,303,"49,353","3,220",,production,OP
10-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.693,99.574,229.926,11.336,100,%,31.767,85.646,1.895,314,"51,178","3,237",,production,OP
11-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.679,99.581,229.893,11.329,100,%,31.786,86.087,1.899,282,"45,921","3,199",,production,OP
12-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.51,99.582,229.716,11.414,97.91667,%,31.794,86.97,1.911,332,"54,061","2,911",,production,OP
13-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.513,99.59,229.718,11.444,97.91667,%,31.794,87.423,1.916,278,"45,253","2,816",,production,OP
14-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.47,99.599,229.736,11.417,97.91667,%,31.733,85.271,1.868,328,"53,522","3,276",,production,OP
15-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.468,99.606,229.662,11.465,97.91667,%,31.806,86.863,1.932,307,"49,980","3,368",,production,OP
16-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.488,99.609,229.68,11.517,100,%,31.809,87.385,1.939,325,"52,885","3,341",,production,OP
17-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.525,99.609,229.727,11.587,100,%,31.797,86.97,1.923,334,"54,460","3,318",,production,OP
18-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,22.33,264.648,99.575,230.581,11.394,75.48932,%,34.067,85.031,4.148,279,"45,424","2,952",,production,OP
19-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,23.67,264.441,99.588,230.301,11.492,80.43119,%,34.14,84.583,3.967,279,"45,470","3,071",,production,OP
20-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.622,99.609,229.729,11.671,97.91667,%,31.893,87.167,2.254,329,"53,685","3,334",,production,OP
21-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.669,99.615,229.766,11.752,100,%,31.903,86.29,2.284,320,"52,118","3,316",,production,OP
22-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.728,99.618,229.844,11.787,97.91667,%,31.884,86.267,2.252,305,"49,815","3,300",,production,OP
23-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.728,99.618,229.823,11.824,100,%,31.905,86.763,2.272,313,"51,013","3,315",,production,OP
24-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.759,99.62,229.789,11.888,100,%,31.971,87.606,2.339,313,"50,967","3,326",,production,OP
25-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.792,99.627,229.796,11.883,100,%,31.995,88.034,2.385,319,"51,915","3,343",,production,OP
26-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.844,99.629,229.849,11.967,100,%,31.995,87.8,2.368,327,"53,257","3,332",,production,OP
27-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.914,99.629,230.001,11.906,100,%,31.913,86.913,2.31,314,"51,228","3,380",,production,OP
28-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.02,99.631,230.02,11.969,100,%,32,87.985,2.376,320,"52,095","3,423",,production,OP
29-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,23.5,265.045,99.582,230.956,11.984,83.28402,%,34.089,87.924,4.257,293,"47,696","3,323",,production,OP
30-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.766,99.569,230.656,12.028,100,%,32.11,87.387,2.471,376,"61,316","3,549",,production,OP
31-Dec-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.468,99.556,230.446,11.93,100,%,32.022,86.643,2.394,354,"57,718","3,483",,production,OP
01-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.292,99.563,230.505,11.929,100,%,31.787,86.28,2.376,488,"87,151","3,289",,production,OP
02-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.933,99.573,230.625,11.964,100,%,31.308,86.837,2.443,325,"48,849","3,365",,production,OP
03-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.428,99.568,230.855,12.01,100,%,31.573,87.562,2.449,344,"55,748","3,367",,production,OP
04-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.334,99.568,230.964,12.081,100,%,31.37,87.546,2.47,338,"49,465","3,367",,production,OP
05-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.629,99.562,231.119,12.125,100,%,31.51,87.789,2.455,331,"48,419","3,339",,production,OP
06-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.443,99.568,231.245,12.068,100,%,31.198,87.325,2.4,324,"47,160","3,346",,production,OP
07-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.63,99.569,231.373,12.075,100,%,31.257,86.729,2.365,334,"48,860","3,316",,production,OP
08-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.838,99.567,231.46,12.097,100,%,31.378,86.399,2.352,322,"46,760","3,262",,production,OP
09-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,18,267.462,99.511,233.035,11.469,56.21967,%,34.428,82.559,5.149,189,"27,488","2,285",,production,OP
10-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,20.75,268.064,99.494,232.168,11.539,65.13958,%,35.896,81.985,5.152,231,"33,497","2,583",,production,OP
11-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.864,99.535,231.899,12.313,84.24666,%,32.965,86.586,3.14,282,"40,768","3,228",,production,OP
12-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.006,99.549,232.064,12.32,100,%,31.942,85.259,2.073,313,"45,323","3,324",,production,OP
13-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,263.736,99.549,232.035,12.324,100,%,31.702,85.688,2.085,316,"45,929","3,337",,production,OP
14-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,263.92,99.535,232.059,12.32,100,%,31.861,85.878,2.149,282,"41,373","3,227",,production,OP
15-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,263.912,99.522,232.153,12.259,100,%,31.759,85.533,2.111,301,"43,717","3,267",,production,OP
16-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,263.867,99.519,232.081,12.3,100,%,31.785,85.485,2.133,305,"43,380","3,140",,production,OP
17-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,263.861,99.519,232.071,12.284,100,%,31.79,85.423,2.154,282,"41,463","2,991",,production,OP
18-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,263.861,99.519,232.071,12.284,100,%,31.79,85.423,2.154,298,"43,575","2,992",,production,OP
19-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,263.861,99.519,232.071,12.284,100,%,31.79,85.423,2.154,301,"43,942","3,020",,production,OP
20-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,22,268.366,99.464,233.389,12.024,69.24397,%,34.978,84.512,5.394,215,"31,473","2,601",,production,OP
21-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,263.144,99.505,232.029,12.519,91.83016,%,31.115,86.546,2.357,299,"43,829","3,328",,production,OP
22-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.878,99.499,232.087,12.546,100,%,30.791,86.807,2.048,314,"46,464","3,335",,production,OP
23-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.87,99.501,232.085,12.503,100,%,30.784,86.249,2.005,310,"45,952","3,246",,production,OP
24-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.791,99.498,231.983,12.575,100,%,30.809,87.613,2.026,308,"45,481","3,211",,production,OP
25-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.706,99.493,231.926,12.562,100,%,30.779,87.063,1.975,304,"45,263","3,208",,production,OP
26-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,22,263.718,99.48,232.504,12.557,100,%,31.215,87.735,1.983,277,"41,261","2,913",,production,OP
27-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,16.44,266.668,99.444,233.263,11.787,53.83705,%,33.404,83.282,4.42,119,"17,462","1,575",,production,OP
28-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,263.124,99.466,231.801,12.632,100,%,31.324,86.603,2.064,310,"45,590","3,117",,production,OP
29-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,263.262,99.468,231.944,12.686,100,%,31.317,87.417,2.013,309,"45,810","3,100",,production,OP
30-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,263.207,99.476,231.929,12.717,100,%,31.278,87.462,2.011,278,"40,899","3,120",,production,OP
31-Jan-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,18.94,265.061,99.451,233.003,12.415,77.32078,%,32.057,85.532,3.169,170,"24,782","2,224",,production,OP
01-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,21.06,264.845,99.446,232.544,12.11,72.40304,%,32.301,84.959,3.284,184,"27,129","2,391",,production,OP
02-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.527,99.45,231.432,12.656,100,%,31.095,87.361,1.926,270,"39,885","3,093",,production,OP
03-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,15.94,262.964,99.452,231.863,12.77,76.40842,%,31.101,87.583,2.086,140,"20,706","2,730",,production,OP
04-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,18.06,265.605,99.426,233.022,11.631,56.67801,%,32.583,82.39,3.607,107,"17,013","2,064",,production,OP
05-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.749,99.432,230.868,12.769,100,%,30.881,87.107,1.861,338,"55,893","3,071",,production,OP
06-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.075,99.436,230.683,12.877,100,%,30.392,87.501,1.921,207,"31,370","2,964",,production,OP
07-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.628,99.466,231.204,12.917,100,%,30.424,87.342,1.959,249,"38,557","3,096",,production,OP
08-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.094,99.474,231.486,12.957,100,%,30.608,87.376,2.001,256,"41,048","3,157",,production,OP
09-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.794,99.472,231.232,13.001,100,%,30.563,87.658,2.023,294,"47,989","3,179",,production,OP
10-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.199,99.496,231.55,13.181,100,%,30.648,87.725,2.14,251,"38,569","3,173",,production,OP
11-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.623,99.52,231.889,13.202,100,%,30.734,86.903,2.184,273,"41,698","3,266",,production,OP
12-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,262.994,99.542,232.18,13.32,100,%,30.815,87.556,2.242,268,"40,884","3,227",,production,OP
13-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.052,98.705,230.464,13.192,98.46566,%,30.588,86.265,2.223,272,"41,432","3,232",,production,OP
14-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,263.464,99.595,232.616,13.376,100,%,30.848,85.793,2.299,271,"41,178","3,290",,production,OP
15-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,261.683,98.814,231.031,13.217,97.91179,%,30.652,84.152,2.338,270,"40,943","3,267",,production,OP
16-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.084,99.64,233.119,13.423,100,%,30.965,85.864,2.385,270,"40,965","3,546",,production,OP
17-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.4,99.659,233.259,13.607,93.47826,%,31.142,86.745,2.503,261,"40,026","3,553",,production,OP
18-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.504,99.668,233.373,13.614,100,%,31.13,86.174,2.502,275,"41,094","3,435",,production,OP
19-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.422,99.668,233.324,13.609,100,%,31.098,86.251,2.464,278,"41,360","3,502",,production,OP
20-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.504,99.659,233.209,13.625,100,%,31.295,87.317,2.428,272,"40,594","3,971",,production,OP
21-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.161,99.657,233.09,13.659,100,%,31.071,88.257,2.438,266,"39,656","3,798",,production,OP
22-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.239,99.659,233.252,13.574,100,%,30.987,87.195,2.367,276,"41,180","3,724",,production,OP
23-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.307,99.659,233.34,13.552,100,%,30.968,86.423,2.337,276,"41,455","3,503",,production,OP
24-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.613,99.655,233.446,13.591,100,%,31.166,87.298,2.337,270,"40,049","3,588",,production,OP
25-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.518,99.656,233.456,13.718,100,%,31.062,88.241,2.397,272,"39,870","3,620",,production,OP
26-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.481,99.651,233.535,13.567,100,%,30.946,86.62,2.319,272,"39,911","3,299",,production,OP
27-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.451,99.65,233.49,13.607,100,%,30.961,86.535,2.365,273,"40,631","3,557",,production,OP
28-Feb-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.497,99.649,233.648,13.588,100,%,30.849,86.513,2.284,272,"41,484","3,547",,production,OP
01-Mar-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.839,99.642,233.736,13.568,100,%,31.103,86.404,2.248,272,"41,265","3,513",,production,OP
02-Mar-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,265.349,99.636,233.784,13.711,100,%,31.565,88.224,2.25,270,"40,979","3,495",,production,OP
03-Mar-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,265.305,99.638,233.75,13.677,100,%,31.554,87.471,2.255,271,"40,881","3,459",,production,OP
04-Mar-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,263.49,98.806,232.181,13.651,100,%,31.308,87.711,2.251,283,"42,712","3,514",,production,OP
05-Mar-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.986,99.645,233.81,13.718,100,%,31.176,87.179,2.284,270,"40,909","3,476",,production,OP
06-Mar-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,264.731,99.65,233.907,13.723,100,%,30.825,87.223,2.261,262,"39,443","3,473",,production,OP
