DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
30-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,251.492,100.147,219.33,20.766,100,%,32.162,88.169,2.718,699,"105,433","3,790",,production,OP
01-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,251.46,100.14,219.314,20.767,100,%,32.146,88.348,2.718,700,"105,230","3,760",,production,OP
02-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,251.503,100.136,219.368,20.721,100,%,32.136,87.188,2.703,645,"96,703","4,058",,production,OP
03-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,251.399,100.128,219.297,20.67,100,%,32.102,87.415,2.679,643,"95,818","3,777",,production,OP
04-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,251.43,100.125,219.356,20.641,100,%,32.074,87.819,2.647,623,"92,089","3,784",,production,OP
05-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,23.56,251.944,100.119,219.419,20.319,96.36708,%,32.525,85.773,3.09,609,"91,440","3,599",,production,OP
06-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,15.78,257.077,100.05,222.541,18.954,55.06016,%,34.536,81.397,4.812,321,"49,921","2,534",,production,OP
07-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.038,100.092,220.055,20.634,99.94554,%,31.982,87.341,2.586,577,"87,739","3,693",,production,OP
08-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.075,100.108,220.09,20.725,99.91192,%,31.985,87.038,2.566,606,"91,773","3,696",,production,OP
09-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,13.5,258.296,100.026,223.345,19.303,54.54079,%,34.951,83.039,5.75,309,"47,086","1,880",,production,OP
10-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,6.06,257.169,100.093,223.041,20.161,18.18863,%,34.128,86.379,4.345,37,"5,352",341,,production,OP
11-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,0,298.549,98.947,296.895,5.361,1.2774,%,1.654,11.602,0.145,0,0,0,,production,OP
12-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,9.94,263.68,100.016,225.16,16.391,18.9951,%,38.519,79.658,9.9,56,"8,687",455,,production,OP
13-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,7.81,255.553,100.092,221.419,19.842,20.86972,%,34.134,85.701,5.021,112,"18,120",869,,production,OP
14-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,22.28,256.821,100.029,222.156,18.775,100,%,34.665,81.706,5.751,461,"69,337","3,251",,production,OP
15-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,22.83,255.865,100.075,221.584,20.327,83.82619,%,34.281,85.348,4.756,553,"83,612","3,933",,production,OP
16-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.114,100.099,219.437,20.669,92.34932,%,32.677,86.224,3.216,627,"93,754","4,192",,production,OP
17-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,251.896,100.096,219.646,20.714,100,%,32.249,86.222,2.792,649,"96,419","3,789",,production,OP
18-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,251.594,100.158,219.41,20.724,100,%,32.183,85.458,2.718,629,"94,082","3,815",,production,OP
19-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,251.798,100.176,219.551,20.752,100,%,32.246,85.739,2.751,628,"93,881","3,821",,production,OP
20-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,17.33,257.211,100.107,222.053,19.74,62.55746,%,35.157,82.229,6.227,388,"54,983","2,818",,production,OP
21-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.79,100.138,220.301,20.628,93.12878,%,32.488,85.472,3.196,589,"89,471","3,801",,production,OP
22-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.075,100.144,219.856,20.796,100,%,32.219,86.463,2.909,633,"94,749","3,845",,production,OP
23-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.114,100.148,219.922,20.742,100,%,32.192,85.895,2.846,629,"94,182","3,874",,production,OP
24-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.064,100.135,219.886,20.617,100,%,32.178,85.724,2.768,628,"94,071","3,968",,production,OP
25-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.105,100.13,219.904,20.535,100,%,32.2,85.246,2.753,647,"96,719","3,863",,production,OP
26-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,20.98,252.743,100.127,220.031,20.635,86.78559,%,32.712,86.26,3.246,535,"81,128","3,246",,production,OP
27-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,15.53,260.52,100.032,223.327,18.864,49.12223,%,37.193,80.419,6.323,263,"41,597","1,859",,production,OP
28-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.879,100.086,220.432,20.539,100,%,32.446,85.919,2.946,615,"92,927","3,825",,production,OP
29-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.757,100.102,220.513,20.891,100,%,32.244,88.496,3.011,628,"94,025","3,867",,production,OP
30-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.658,100.085,220.506,20.617,100,%,32.152,86.344,2.936,627,"94,001","3,853",,production,OP
31-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,22.5,257.345,100.026,222.349,20.275,81.12493,%,34.996,85.383,5.433,530,"81,629","3,242",,production,OP
01-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.116,100.077,220.569,20.56,93.47029,%,32.547,86.118,3.334,604,"91,618","3,845",,production,OP
02-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.686,100.089,220.549,20.563,100,%,32.138,86.193,2.904,632,"94,682","3,943",,production,OP
03-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.506,100.097,220.51,20.554,100,%,31.995,85.963,2.934,619,"93,415","3,940",,production,OP
04-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,14.14,253.69,100.084,221.113,20.513,58.85062,%,32.577,86.224,3.493,359,"53,976","2,045",,production,OP
05-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,6.36,268.097,99.917,228.106,16.149,12.16694,%,39.991,76.007,10.296,33,"5,066",323,,production,OP
06-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.447,100.05,221.395,20.119,82.56281,%,33.052,86.18,3.857,523,"78,815","3,496",,production,OP
07-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.579,99.876,220.447,20.512,100,%,32.133,86.629,2.916,621,"93,905","3,754",,production,OP
08-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.471,100.039,220.295,20.547,100,%,32.176,87.112,2.949,648,"96,731","3,872",,production,OP
09-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.13,100.014,219.983,20.561,100,%,32.147,88.08,2.932,632,"94,760","3,816",,production,OP
10-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.116,100.038,219.96,20.631,100,%,32.157,88.117,2.957,633,"94,516","3,813",,production,OP
11-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.08,100.055,219.89,20.574,100,%,32.189,88.137,2.979,631,"94,044","3,748",,production,OP
12-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.019,100.053,219.878,20.54,100,%,32.141,87.521,2.942,628,"93,977","3,655",,production,OP
13-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.095,100.036,220.033,20.254,100,%,32.062,85.83,2.863,634,"95,208","3,772",,production,OP
14-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.145,100.021,220.099,20.244,100,%,32.046,85.592,2.855,618,"92,635","3,887",,production,OP
15-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,251.973,100.017,220.094,20.089,100,%,31.878,84.088,2.848,601,"90,465","3,816",,production,OP
16-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.177,100.015,220.243,19.979,97.91667,%,31.934,83.429,2.891,604,"87,303","3,632",,production,OP
17-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.48,100.007,220.259,19.863,97.91667,%,32.22,84.593,2.909,619,"88,958","3,753",,production,OP
18-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.247,100.011,220.267,19.803,100,%,31.98,83.372,2.968,594,"86,887","4,154",,production,OP
19-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.425,100.026,220.563,19.805,100,%,31.862,82.599,3.037,569,"80,710","3,588",,production,OP
20-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.627,100.036,220.711,19.877,97.91667,%,31.916,83.271,3.106,580,"80,339","3,641",,production,OP
21-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.752,100.044,220.793,19.981,100,%,31.959,84.229,3.153,571,"78,543","4,109",,production,OP
22-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.919,100.055,220.941,19.963,100,%,31.978,83.621,3.165,597,"80,910","3,948",,production,OP
23-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.101,100.064,221.08,20.016,100,%,32.021,84.161,3.168,624,"85,314","3,958",,production,OP
24-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.206,100.072,221.184,19.996,100,%,32.023,84.122,3.217,595,"82,867","4,317",,production,OP
25-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.354,100.078,221.286,20.109,100,%,32.068,85.738,3.2,652,"93,105","4,177",,production,OP
26-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.445,100.083,221.397,20.119,100,%,32.048,84.986,3.195,528,"73,056","4,107",,production,OP
27-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.646,100.089,221.588,19.88,100,%,32.058,84.54,3.148,526,"70,253","3,780",,production,OP
28-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.656,100.095,221.645,19.958,100,%,32.011,84.334,3.136,556,"77,748","3,922",,production,OP
29-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,7.98,254.372,100.092,221.677,19.959,34.70285,%,32.696,84.116,3.857,241,"34,306","1,208",,production,OP
31-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,20.78,261.371,100.017,224.809,18.059,100,%,36.562,79.287,6.999,416,"62,643","2,708",,production,OP
01-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.325,100.038,221.906,19.922,100,%,32.419,83.622,2.768,564,"83,087","4,074",,production,OP
02-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.37,100.08,221.97,20.357,100,%,32.401,85.461,2.771,579,"83,536","4,113",,production,OP
03-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.949,100.036,221.578,20.296,100,%,32.371,86.146,2.769,581,"83,409","4,044",,production,OP
04-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.701,100.041,221.4,20.181,100,%,32.301,85.12,2.717,578,"83,062","4,045",,production,OP
05-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.355,100.063,220.985,20.173,100,%,32.37,84.365,2.677,580,"83,171","4,015",,production,OP
06-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,8,256.164,100.03,222.752,20.021,34.79388,%,33.412,84.256,2.363,195,"28,936","1,005",,production,OP
08-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,20.94,260.07,99.98,223.394,17.995,54.80758,%,36.675,80.615,6.577,507,"71,857","2,026",,production,OP
09-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.357,99.993,220.2,19.975,100,%,32.158,85.691,2.573,563,"81,685","3,778",,production,OP
10-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,12,258.663,99.964,222.964,18.978,47.2685,%,35.699,83.043,5.362,299,"46,472","2,355",,production,OP
11-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,15.39,254.438,99.998,220.963,20.188,64.98126,%,33.474,86.708,2.86,308,"47,953","2,533",,production,OP
12-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,21.94,258.228,99.927,221.878,19.002,69.54223,%,36.35,83.643,5.113,434,"63,980","3,055",,production,OP
13-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.851,100.032,220.195,20.105,100,%,32.656,84.788,2.627,597,"87,584","3,888",,production,OP
14-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.768,100.059,220.134,20.336,100,%,32.635,86.599,2.726,608,"88,911","3,962",,production,OP
15-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.729,100.044,220.342,20.301,100,%,32.387,86.593,2.739,601,"87,446","3,956",,production,OP
16-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.253,100.044,220.607,20.391,100,%,32.645,87.999,2.765,610,"88,776","3,965",,production,OP
17-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.374,100.061,220.709,20.589,100,%,32.666,88.419,2.801,617,"91,075","3,987",,production,OP
18-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,16.33,259.434,100.002,223.687,19.38,52.36436,%,35.747,83.622,6.034,332,"50,939","2,197",,production,OP
19-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.684,100.061,220.853,20.503,97.27863,%,32.83,88.043,3.203,597,"87,792","4,009",,production,OP
20-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.672,100.068,221.102,20.497,100,%,32.57,86.054,2.957,625,"91,561","3,950",,production,OP
21-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.756,100.059,221.188,20.516,100,%,32.568,86.211,2.944,631,"92,681","4,042",,production,OP
22-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.513,100.033,220.981,20.454,100,%,32.532,86.029,2.933,641,"93,454","4,136",,production,OP
23-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.213,100.011,220.828,20.264,100,%,32.385,85.989,2.834,629,"92,622","4,060",,production,OP
24-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.078,100,220.725,20.279,100,%,32.354,86.73,2.819,632,"92,193","3,848",,production,OP
25-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,252.351,99.169,220.011,20.29,100,%,32.34,86.301,2.802,616,"90,149","3,835",,production,OP
26-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.448,100,221.127,20.247,100,%,32.322,86.097,2.797,615,"89,678","3,864",,production,OP
27-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.611,99.999,221.327,20.236,100,%,32.284,86.216,2.762,610,"89,336","3,846",,production,OP
28-Feb-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.838,99.993,221.528,20.384,100,%,32.31,87.649,2.789,617,"89,928","3,841",,production,OP
01-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.981,99.989,221.677,20.309,100,%,32.304,87.259,2.774,601,"87,858","3,856",,production,OP
02-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.083,99.98,221.719,20.161,100,%,32.364,86.09,2.67,601,"88,857","3,864",,production,OP
03-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.791,99.972,221.653,20.078,97.91667,%,32.138,84.726,2.634,616,"90,480","3,835",,production,OP
04-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.713,99.963,221.591,20.111,100,%,32.122,86.443,2.652,605,"89,043","3,989",,production,OP
05-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,253.86,99.959,221.69,20.195,100,%,32.17,87.264,2.698,609,"89,291","3,757",,production,OP
06-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.066,99.959,221.904,20.168,100,%,32.162,86.77,2.679,613,"89,163","3,758",,production,OP
07-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.222,99.959,222.034,20.113,100,%,32.189,86.833,2.689,595,"87,808","3,782",,production,OP
08-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.331,99.959,222.223,20.058,100,%,32.108,86.379,2.683,591,"85,603","3,778",,production,OP
09-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.484,99.959,222.307,20.175,100,%,32.178,86.458,2.688,595,"86,390","3,783",,production,OP
10-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.604,99.959,222.357,20.369,100,%,32.247,88.349,2.749,535,"77,918","3,756",,production,OP
11-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.73,99.959,222.55,20.326,100,%,32.18,87.767,2.717,530,"77,112","3,758",,production,OP
12-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,255.23,99.955,222.768,20.263,100,%,32.463,87.123,2.631,527,"76,410","3,726",,production,OP
13-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.872,99.96,222.667,20.333,97.91667,%,32.205,88.031,2.721,544,"79,129","4,034",,production,OP
14-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.767,99.958,222.625,20.204,100,%,32.143,87.102,2.651,543,"79,386","3,680",,production,OP
15-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.762,99.953,222.625,20.201,100,%,32.137,88.152,2.674,544,"78,711","3,738",,production,OP
16-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.809,99.95,222.697,20.15,100,%,32.112,87.845,2.602,539,"78,763","3,810",,production,OP
17-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,255.083,99.95,222.795,20.229,100,%,32.289,88.177,2.606,542,"78,661","3,815",,production,OP
18-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,255.139,99.948,222.822,20.202,100,%,32.318,87.847,2.616,535,"78,783","3,743",,production,OP
19-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,254.68,99.952,222.836,20.136,100,%,31.843,86.639,2.606,539,"78,105","3,573",,production,OP
20-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,255.368,99.949,223.173,20.066,100,%,32.196,85.372,2.491,548,"79,881","3,618",,production,OP
21-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,255.33,99.953,223.08,20.079,100,%,32.249,85.552,2.546,541,"79,308","3,594",,production,OP
22-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,14.17,259.884,99.906,225.015,18.983,53.79985,%,34.869,81.483,5.222,303,"44,816","1,822",,production,OP
23-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,258.315,99.921,224.816,19.789,85.92787,%,33.499,86.659,3.201,432,"65,173","3,226",,production,OP
24-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,6.23,257.298,99.922,225.831,20.382,27.23418,%,31.467,87.996,2.308,107,"17,773",696,,production,OP
25-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,6.61,276.315,99.697,231.529,13.993,10.14637,%,44.786,68.832,13.589,10,"1,368",122,,production,OP
26-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,258.184,99.917,224.464,19.886,81.12275,%,33.72,87.418,3.353,487,"71,113","3,123",,production,OP
27-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,12.5,261.342,99.867,226.046,18.967,47.04732,%,35.296,81.207,5.237,165,"24,635","1,510",,production,OP
28-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,260.621,99.885,225.114,19.923,89.79247,%,35.507,86.731,2.697,401,"64,425","3,475",,production,OP
29-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,14.67,268.293,99.816,228.142,17.78,36.15861,%,40.152,77.349,9.387,141,"21,942","1,171",,production,OP
30-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,23,255.795,99.932,223.303,20.621,94.86277,%,32.492,88.149,2.558,487,"70,641","3,430",,production,OP
31-Mar-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,255.801,99.971,223.416,20.792,100,%,32.385,88.152,2.477,531,"77,838","3,678",,production,OP
01-Apr-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,255.781,99.996,223.354,20.873,100,%,32.427,88.178,2.49,528,"77,254","3,694",,production,OP
02-Apr-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,255.697,100,223.312,20.901,100,%,32.385,87.912,2.44,530,"77,203","3,708",,production,OP
03-Apr-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,255.81,100.002,223.453,20.856,100,%,32.358,87.144,2.418,532,"77,502","3,725",,production,OP
04-Apr-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,255.896,100.013,223.585,20.744,100,%,32.311,85.242,2.389,539,"79,469","3,280",,production,OP
05-Apr-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,M?RSK INSPIRER,24,255.934,100.023,223.586,20.797,97.91667,%,32.348,86.513,2.406,539,"79,102","3,249",,production,OP
